"X1"	"X2"	"X3"
"47"	0.000141465330178654	0.0219513844808159	1749.84788773734
"91"	0.000141465330178654	0.0219513844808159	740.774771143553
"94"	0.000141465330178654	0.0219513844808159	1323.94494198683
"266"	0.000141465330178654	0.237715855757642	463.522107965263
"317"	0.000141465330178654	0.782269264799591	930.741023959454
"334"	0.000141465330178654	0.782269264799591	2069.5020602215
"406"	0.000141465330178654	2.57427171065101	2146.61539126049
"409"	0.000141465330178654	2.57427171065101	1715.7671203907
"471"	0.000141465330178654	2.57427171065101	2628.49355274244
"490"	0.000141465330178654	2.57427171065101	329.990145307199
"541"	0.000141465330178654	8.4713475761518	2254.35778803562
"579"	0.000141465330178654	8.4713475761518	2731.47040767601
"645"	0.000141465330178654	27.8772941718047	677.589630251833
"809"	0.000141465330178654	301.888696179939	1715.7671203907
"847"	0.000141465330178654	301.888696179939	1749.84788773734
"855"	0.000141465330178654	301.888696179939	1910.429382179
"929"	0.000141465330178654	993.447608529565	2710.58165893587
"970"	0.000141465330178654	993.447608529565	2926.25652006789
"1118"	0.00018986726366695	0.0722370552204488	1891.62816178828
"1331"	0.00018986726366695	0.782269264799591	2227.76056098153
"1386"	0.00018986726366695	0.782269264799591	2943.06842091016
"1544"	0.00018986726366695	8.4713475761518	246.162578474306
"1800"	0.00018986726366695	91.7378874323511	1493.66776575009
"1839"	0.00018986726366695	301.888696179939	2679.03236672474
"1916"	0.00018986726366695	993.447608529565	2500.09975962165
"2042"	0.000254829771837727	0.0219513844808159	563.660326669752
"2098"	0.000254829771837727	0.0219513844808159	1210.2012400627
"2173"	0.000254829771837727	0.0722370552204488	861.834117462636
"2267"	0.000254829771837727	0.237715855757642	1574.39015714905
"2470"	0.000254829771837727	2.57427171065101	2926.25652006789
"2601"	0.000254829771837727	27.8772941718047	1344.46946249745
"2985"	0.000254829771837727	993.447608529565	1052.20150484901
"2987"	0.000254829771837727	993.447608529565	3123.37259826186
"3013"	0.000342019005070708	0.0219513844808159	1428.91483349958
"3014"	0.000342019005070708	0.0219513844808159	2830.29146061927
"3061"	0.000342019005070708	0.0219513844808159	2349.99819195164
"3168"	0.000342019005070708	0.0722370552204488	306.748537622413
"3223"	0.000342019005070708	0.237715855757642	1787.11354981597
"3281"	0.000342019005070708	0.237715855757642	1439.75886763979
"3284"	0.000342019005070708	0.237715855757642	424.898383889707
"3285"	0.000342019005070708	0.237715855757642	1052.20150484901
"3671"	0.000342019005070708	27.8772941718047	2628.49355274244
"3833"	0.000342019005070708	301.888696179939	2870.14912619008
"4066"	0.000459039769905876	0.0219513844808159	463.522107965263
"4081"	0.000459039769905876	0.0219513844808159	1439.75886763979
"4177"	0.000459039769905876	0.0722370552204488	474.001632114194
"4247"	0.000459039769905876	0.237715855757642	1749.84788773734
"4337"	0.000459039769905876	0.782269264799591	1184.45969602193
"4531"	0.000459039769905876	8.4713475761518	2227.76056098153
"4793"	0.000459039769905876	91.7378874323511	1078.12028370659
"4942"	0.000459039769905876	993.447608529565	563.660326669752
"4991"	0.000459039769905876	993.447608529565	740.774771143553
"5021"	0.000616098834366459	0.0219513844808159	727.862279475825
"5054"	0.000616098834366459	0.0219513844808159	2163.99076889836
"5421"	0.000616098834366459	2.57427171065101	727.862279475825
"5428"	0.000616098834366459	2.57427171065101	2451.45676477406
"5625"	0.000616098834366459	27.8772941718047	2244.59314610248
"5706"	0.000616098834366459	91.7378874323511	2146.61539126049
"5914"	0.000616098834366459	993.447608529565	2830.29146061927
"6068"	0.000826895181185587	0.0219513844808159	306.748537622413
"6130"	0.000826895181185587	0.0722370552204488	2372.76469593212
"6387"	0.000826895181185587	0.782269264799591	3123.37259826186
"6427"	0.000826895181185587	2.57427171065101	2798.38373112415
"6484"	0.000826895181185587	2.57427171065101	424.898383889707
"6561"	0.000826895181185587	8.4713475761518	2349.99819195164
"6595"	0.000826895181185587	8.4713475761518	2648.54003255321
"6732"	0.000826895181185587	91.7378874323511	3126.83764499882
"6742"	0.000826895181185587	91.7378874323511	563.660326669752
"6749"	0.000826895181185587	91.7378874323511	367.66749689992
"6767"	0.000826895181185587	91.7378874323511	1574.39015714905
"6770"	0.000826895181185587	91.7378874323511	2926.25652006789
"6826"	0.000826895181185587	301.888696179939	1985.02978023035
"7260"	0.00110981485847325	0.237715855757642	2588.43759511256
"7261"	0.00110981485847325	0.237715855757642	2349.99819195164
"7363"	0.00110981485847325	0.782269264799591	151.608863653318
"7435"	0.00110981485847325	2.57427171065101	1148.99205728045
"7562"	0.00110981485847325	8.4713475761518	348.391877950755
"7590"	0.00110981485847325	8.4713475761518	329.990145307199
"7630"	0.00110981485847325	27.8772941718047	2372.76469593212
"7646"	0.00110981485847325	27.8772941718047	2608.91842401429
"7818"	0.00110981485847325	301.888696179939	1891.62816178828
"7915"	0.00110981485847325	993.447608529565	1455.26423403671
"7931"	0.00110981485847325	993.447608529565	2227.76056098153
"8019"	0.00148953464491355	0.0219513844808159	1563.12666650955
"8092"	0.00148953464491355	0.0219513844808159	174.812016048981
"8152"	0.00148953464491355	0.0722370552204488	2221.9770902937
"8268"	0.00148953464491355	0.237715855757642	306.748537622413
"8290"	0.00148953464491355	0.237715855757642	329.990145307199
"8419"	0.00148953464491355	2.57427171065101	1563.12666650955
"8460"	0.00148953464491355	2.57427171065101	2588.43759511256
"9043"	0.00199917440414338	0.0219513844808159	1786.10957707428
"9269"	0.00199917440414338	0.237715855757642	525.827701364546
"9336"	0.00199917440414338	0.782269264799591	2163.66862549424
"9443"	0.00199917440414338	2.57427171065101	1786.10957707428
"9454"	0.00199917440414338	2.57427171065101	2163.99076889836
"9529"	0.00199917440414338	8.4713475761518	2710.58165893587
"9578"	0.00199917440414338	8.4713475761518	1294.47513753443
"9580"	0.00199917440414338	8.4713475761518	2516.89580691637
"9632"	0.00199917440414338	27.8772941718047	3126.83764499882
"9921"	0.00199917440414338	993.447608529565	727.862279475825
