"X1"	"X2"	"X3"
"110"	2e-05	0.0448925975600061	2853.77792647477
"116"	2e-05	0.0448925975600061	627.572925649193
"188"	2e-05	0.0448925975600061	2366.48616801149
"402"	2e-05	1.91694304441429	6691.25733645739
"427"	2e-05	1.91694304441429	2793.7261784426
"809"	2e-05	286.102624606447	1463.7289647927
"875"	2e-05	286.102624606447	2798.27959864477
"880"	2e-05	286.102624606447	5282.91804262897
"981"	2e-05	1000	1631.83723709989
"1068"	3.33568856095388e-05	0.0128438899873187	6601.62474753599
"1261"	3.33568856095388e-05	0.156910820450385	6011.64559650244
"1395"	3.33568856095388e-05	0.548442436228002	451.130067780234
"1536"	3.33568856095388e-05	6.70019384495748	5773.87925505235
"1551"	3.33568856095388e-05	6.70019384495748	1314.93091593959
"1581"	3.33568856095388e-05	6.70019384495748	1631.83723709989
"1792"	3.33568856095388e-05	81.8547118066974	2788.06952169306
"1863"	3.33568856095388e-05	286.102624606447	2908.55680515611
"1901"	3.33568856095388e-05	1000	5984.16566154598
"2137"	5.56340908783926e-05	0.0448925975600061	1384.14639148643
"2247"	5.56340908783926e-05	0.156910820450385	6143.36649528007
"2285"	5.56340908783926e-05	0.156910820450385	5897.22371953467
"2442"	5.56340908783926e-05	1.91694304441429	3352.51672958353
"2464"	5.56340908783926e-05	1.91694304441429	5057.32841904747
"2478"	5.56340908783926e-05	1.91694304441429	2181.45221924831
"2523"	5.56340908783926e-05	6.70019384495748	919.96521428678
"2722"	5.56340908783926e-05	81.8547118066974	2683.20583228981
"3156"	9.27890002710613e-05	0.0448925975600061	5021.91847682734
"3266"	9.27890002710613e-05	0.156910820450385	3353.73242147276
"3293"	9.27890002710613e-05	0.156910820450385	4899.98262065695
"3306"	9.27890002710613e-05	0.548442436228002	1033.91090968647
"3369"	9.27890002710613e-05	0.548442436228002	2461.30819259237
"3600"	9.27890002710613e-05	6.70019384495748	4359.82744719516
"3645"	9.27890002710613e-05	23.4188478843004	4892.77901864018
"3648"	9.27890002710613e-05	23.4188478843004	5089.72811449738
"3705"	9.27890002710613e-05	81.8547118066974	1840.20051145998
"3713"	9.27890002710613e-05	81.8547118066974	5199.92350156177
"3717"	9.27890002710613e-05	81.8547118066974	6042.92786679682
"3782"	9.27890002710613e-05	81.8547118066974	6186.74494812594
"3848"	9.27890002710613e-05	286.102624606447	5089.72811449738
"4111"	0.000154757603393263	0.0448925975600061	3362.06259708307
"4275"	0.000154757603393263	0.156910820450385	2798.27959864477
"4309"	0.000154757603393263	0.548442436228002	1463.7289647927
"4367"	0.000154757603393263	0.548442436228002	395.954727828227
"4462"	0.000154757603393263	1.91694304441429	5977.03328529977
"4843"	0.000154757603393263	286.102624606447	418.783776653032
"4866"	0.000154757603393263	286.102624606447	3353.73242147276
"4923"	0.000154757603393263	1000	919.96521428678
"4957"	0.000154757603393263	1000	1828.50377542568
"5352"	0.000258111583679771	0.548442436228002	686.268127120977
"5534"	0.000258111583679771	6.70019384495748	4665.84178212489
"5612"	0.000258111583679771	23.4188478843004	1003.8301584681
"5738"	0.000258111583679771	81.8547118066974	2432.96213653412
"5762"	0.000258111583679771	81.8547118066974	5977.03328529977
"5862"	0.000258111583679771	286.102624606447	5977.03328529977
"5932"	0.000258111583679771	1000	6621.87235261133
"5944"	0.000258111583679771	1000	795.733724079592
"5959"	0.000258111583679771	1000	2573.38837901375
"6063"	0.000430489928565151	0.0128438899873187	2908.55680515611
"6130"	0.000430489928565151	0.0448925975600061	1453.55926922322
"6227"	0.000430489928565151	0.156910820450385	2793.7261784426
"6335"	0.000430489928565151	0.548442436228002	5154.97772479759
"6448"	0.000430489928565151	1.91694304441429	5089.72811449738
"6582"	0.000430489928565151	6.70019384495748	6186.74494812594
"6782"	0.000430489928565151	81.8547118066974	6186.74494812594
"6827"	0.000430489928565151	286.102624606447	2793.7261784426
"6885"	0.000430489928565151	286.102624606447	5897.22371953467
"6895"	0.000430489928565151	286.102624606447	451.130067780234
"6951"	0.000430489928565151	1000	1314.93091593959
"7024"	0.000717990165160312	0.0128438899873187	1304.08188093044
"7129"	0.000717990165160312	0.0448925975600061	4967.39241851543
