"X1"	"X2"	"X3"
"50"	2.00444221180772e-05	0.00505675718256884	4519.23318821548
"112"	2.00444221180772e-05	0.0195650968353502	5867.95470004559
"188"	2.00444221180772e-05	0.0195650968353502	4112.91329502327
"276"	2.00444221180772e-05	0.0756993069582532	3690.543635406
"530"	2.00444221180772e-05	4.38451548936277	1920.85791552767
"565"	2.00444221180772e-05	4.38451548936277	2512.86537447262
"606"	2.00444221180772e-05	16.9641268165258	2639.18818501244
"889"	2.00444221180772e-05	253.951810775015	3740.42550093072
"934"	2.00444221180772e-05	982.564831559036	825.513843992461
"985"	2.00444221180772e-05	982.564831559036	4907.67905608467
"1149"	3.34198399414877e-05	0.0195650968353502	1457.41837917871
"1176"	3.34198399414877e-05	0.0195650968353502	3690.543635406
"1410"	3.34198399414877e-05	1.13321341465892	2940.39179413493
"1415"	3.34198399414877e-05	1.13321341465892	5312.38206638164
"1478"	3.34198399414877e-05	1.13321341465892	2334.37428271667
"1481"	3.34198399414877e-05	1.13321341465892	5578.33376453539
"1515"	3.34198399414877e-05	4.38451548936277	5312.38206638164
"1535"	3.34198399414877e-05	4.38451548936277	4684.31277554608
"1565"	3.34198399414877e-05	4.38451548936277	2512.86537447262
"1622"	3.34198399414877e-05	16.9641268165258	3471.70108634651
"1715"	3.34198399414877e-05	65.635895082445	5312.38206638164
"1779"	3.34198399414877e-05	65.635895082445	2940.29952012342
"1826"	3.34198399414877e-05	253.951810775015	4142.38890879602
"1985"	3.34198399414877e-05	982.564831559036	4907.67905608467
"2060"	5.57205239011298e-05	0.00505675718256884	3868.22108741211
"2221"	5.57205239011298e-05	0.0756993069582532	4069.83877885922
"2425"	5.57205239011298e-05	1.13321341465892	2169.90949948324
"2671"	5.57205239011298e-05	16.9641268165258	5957.50346468563
"2728"	5.57205239011298e-05	65.635895082445	3457.43919307347
"2907"	5.57205239011298e-05	982.564831559036	3221.88385195178
"2958"	5.57205239011298e-05	982.564831559036	1338.85044661498
"2960"	5.57205239011298e-05	982.564831559036	3868.22108741211
"3238"	9.29022038780647e-05	0.0756993069582532	5429.90412992106
"3324"	9.29022038780647e-05	0.292888152927829	1646.01406682685
"3489"	9.29022038780647e-05	1.13321341465892	3740.42550093072
"3503"	9.29022038780647e-05	4.38451548936277	4014.02760864246
"3535"	9.29022038780647e-05	4.38451548936277	4684.31277554608
"3641"	9.29022038780647e-05	16.9641268165258	6081.13357994763
"3710"	9.29022038780647e-05	65.635895082445	2940.39179413493
"3784"	9.29022038780647e-05	65.635895082445	1167.3347876611
"3977"	9.29022038780647e-05	982.564831559036	5331.8495668369
"3991"	9.29022038780647e-05	982.564831559036	4851.78958194805
"4034"	0.000154894801432879	0.00505675718256884	825.513843992461
"4068"	0.000154894801432879	0.00505675718256884	3930.16802046508
"4104"	0.000154894801432879	0.0195650968353502	2271.97898286572
"4159"	0.000154894801432879	0.0195650968353502	2947.6760460581
"4194"	0.000154894801432879	0.0195650968353502	4945.3715245308
"4325"	0.000154894801432879	0.292888152927829	2169.90949948324
"4405"	0.000154894801432879	1.13321341465892	6722.51929074887
"4523"	0.000154894801432879	4.38451548936277	6098.51627131752
"4667"	0.000154894801432879	16.9641268165258	5444.64314692733
"4706"	0.000154894801432879	65.635895082445	2639.18818501244
"4751"	0.000154894801432879	65.635895082445	149.543878226982
"4785"	0.000154894801432879	65.635895082445	4907.67905608467
"4872"	0.000154894801432879	253.951810775015	3053.16286220386
"4874"	0.000154894801432879	253.951810775015	3064.59299751803
"5004"	0.000258254363291762	0.00505675718256884	2271.97898286572
"5326"	0.000258254363291762	0.292888152927829	4142.38890879602
"5441"	0.000258254363291762	1.13321341465892	6081.13357994763
"5504"	0.000258254363291762	4.38451548936277	2271.97898286572
"5519"	0.000258254363291762	4.38451548936277	1450.64425124261
"5520"	0.000258254363291762	4.38451548936277	5191.01431923272
"5586"	0.000258254363291762	4.38451548936277	4795.92435918281
"5693"	0.000258254363291762	16.9641268165258	924.98271495393
"5901"	0.000258254363291762	982.564831559036	1042.07687630776
"6138"	0.000430584600272298	0.0195650968353502	5429.90412992106
"6207"	0.000430584600272298	0.0756993069582532	3221.88385195178
"6233"	0.000430584600272298	0.0756993069582532	6379.30390981391
"6277"	0.000430584600272298	0.0756993069582532	5331.8495668369
"6397"	0.000430584600272298	0.292888152927829	3132.74179344171
"6437"	0.000430584600272298	1.13321341465892	6271.8817770439
"6444"	0.000430584600272298	1.13321341465892	416.167350900323
"6510"	0.000430584600272298	4.38451548936277	2940.39179413493
"6647"	0.000430584600272298	16.9641268165258	689.46935361802
"6649"	0.000430584600272298	16.9641268165258	1457.41837917871
"6678"	0.000430584600272298	16.9641268165258	2334.37428271667
"6747"	0.000430584600272298	65.635895082445	689.46935361802
"6865"	0.000430584600272298	253.951810775015	2512.86537447262
"6954"	0.000430584600272298	982.564831559036	4139.41495543059
"6976"	0.000430584600272298	982.564831559036	3690.543635406
"7099"	0.000717908869490026	0.00505675718256884	2564.00730814163
"7155"	0.000717908869490026	0.0195650968353502	163.262231774072
"7171"	0.000717908869490026	0.0195650968353502	5957.50346468563
"7318"	0.000717908869490026	0.292888152927829	6356.91292399596
"7344"	0.000717908869490026	0.292888152927829	416.167350900323
"7361"	0.000717908869490026	0.292888152927829	3927.68936790793
"7448"	0.000717908869490026	1.13321341465892	6769.02491071419
