"X1"	"X2"	"X3"
"31"	5.3110113093369e-05	0.001	167.096549449686
"42"	5.3110113093369e-05	0.001	773.968880784434
"87"	5.3110113093369e-05	0.001	441.250011147164
"214"	5.3110113093369e-05	0.0214872413337632	56.8111422613048
"403"	5.3110113093369e-05	0.461701540135383	1950.37392161452
"426"	5.3110113093369e-05	0.461701540135383	2200.44675395486
"795"	5.3110113093369e-05	45.9867074059079	2221.00952849352
"825"	5.3110113093369e-05	213.168312163384	1528.24022887471
"836"	5.3110113093369e-05	213.168312163384	1153.68258921876
"931"	5.3110113093369e-05	988.1274801759	167.096549449686
"1059"	7.94810168722145e-05	0.001	2144.05184555785
"1131"	7.94810168722145e-05	0.00463543324121524	167.096549449686
"1148"	7.94810168722145e-05	0.00463543324121524	2028.15877346992
"1191"	7.94810168722145e-05	0.00463543324121524	1214.41172060591
"1197"	7.94810168722145e-05	0.00463543324121524	2031.73743683891
"1234"	7.94810168722145e-05	0.0214872413337632	530.480454849837
"1292"	7.94810168722145e-05	0.0214872413337632	2009.30125827499
"1299"	7.94810168722145e-05	0.0214872413337632	562.325830843253
"2020"	0.000118945934683577	0.001	1882.98909842488
"2062"	0.000118945934683577	0.001	1565.15516486324
"2064"	0.000118945934683577	0.001	1224.88152484937
"2115"	0.000118945934683577	0.00463543324121524	2260.62450620506
"2152"	0.000118945934683577	0.00463543324121524	1658.60867062668
"2224"	0.000118945934683577	0.0214872413337632	822.945335536212
"2356"	0.000118945934683577	0.0996026727405401	112.910044576615
"2369"	0.000118945934683577	0.0996026727405401	2077.04185777322
"2440"	0.000118945934683577	0.461701540135383	750.905376142062
"2584"	0.000118945934683577	2.14018666666383	763.006300665401
"2665"	0.000118945934683577	9.92069241705914	117.790405696252
"2717"	0.000118945934683577	45.9867074059079	1335.28525498814
"2795"	0.000118945934683577	45.9867074059079	2221.00952849352
"2897"	0.000118945934683577	213.168312163384	2031.73743683891
"2903"	0.000118945934683577	988.1274801759	1950.37392161452
"3131"	0.000178006471664754	0.00463543324121524	167.096549449686
"3177"	0.000178006471664754	0.00463543324121524	174.400771415304
"3192"	0.000178006471664754	0.00463543324121524	2009.30125827499
"3299"	0.000178006471664754	0.0214872413337632	562.325830843253
"3337"	0.000178006471664754	0.0996026727405401	484.58173778471
"3371"	0.000178006471664754	0.0996026727405401	789.199438501377
"3376"	0.000178006471664754	0.0996026727405401	1892.9322445928
"3496"	0.000178006471664754	0.461701540135383	872.770889774364
"3518"	0.000178006471664754	2.14018666666383	899.64355299729
"3970"	0.000178006471664754	988.1274801759	2412.98979215191
"4115"	0.000266392492007632	0.00463543324121524	2260.62450620506
"4552"	0.000266392492007632	2.14018666666383	1658.60867062668
"4631"	0.000266392492007632	9.92069241705914	167.096549449686
"4996"	0.000266392492007632	988.1274801759	872.770889774364
"5036"	0.000398665054895795	0.001	1153.68258921876
"5057"	0.000398665054895795	0.001	2322.15554503985
"5077"	0.000398665054895795	0.001	174.400771415304
"5091"	0.000398665054895795	0.001	1214.41172060591
"5092"	0.000398665054895795	0.001	2009.30125827499
"5158"	0.000398665054895795	0.00463543324121524	1851.72845886364
"5200"	0.000398665054895795	0.00463543324121524	890.424871299521
"5309"	0.000398665054895795	0.0996026727405401	1458.20750296969
"5393"	0.000398665054895795	0.0996026727405401	259.115081618072
"5397"	0.000398665054895795	0.0996026727405401	2031.73743683891
"5414"	0.000398665054895795	0.461701540135383	56.8111422613048
"5419"	0.000398665054895795	0.461701540135383	253.954349572066
"5491"	0.000398665054895795	0.461701540135383	1214.41172060591
"5772"	0.000398665054895795	45.9867074059079	1674.19579258364
"5923"	0.000398665054895795	988.1274801759	528.189871571137
"5951"	0.000398665054895795	988.1274801759	1478.84770038553
"5961"	0.000398665054895795	988.1274801759	86.9433663879614
"6012"	0.000596615260427512	0.001	238.841094859288
"6183"	0.000596615260427512	0.00463543324121524	2167.6457463557
"6234"	0.000596615260427512	0.0214872413337632	530.480454849837
"6308"	0.000596615260427512	0.0996026727405401	947.290479134773
"6337"	0.000596615260427512	0.0996026727405401	484.58173778471
"6558"	0.000596615260427512	2.14018666666383	1851.72845886364
"6624"	0.000596615260427512	9.92069241705914	822.945335536212
"6700"	0.000596615260427512	9.92069241705914	890.424871299521
"6759"	0.000596615260427512	45.9867074059079	2144.05184555785
"6813"	0.000596615260427512	213.168312163384	784.155624108233
"7023"	0.000892854200797781	0.001	528.189871571137
"7158"	0.000892854200797781	0.00463543324121524	1851.72845886364
"7365"	0.000892854200797781	0.0996026727405401	117.790405696252
"7383"	0.000892854200797781	0.0996026727405401	2167.6457463557
"7507"	0.000892854200797781	2.14018666666383	1390.12659979299
"7575"	0.000892854200797781	2.14018666666383	1235.26313418228
"7796"	0.000892854200797781	45.9867074059079	872.770889774364
"7809"	0.000892854200797781	213.168312163384	1458.20750296969
"8175"	0.00133618543935837	0.00463543324121524	1235.26313418228
"8206"	0.00133618543935837	0.0214872413337632	10.7016834025336
"8239"	0.00133618543935837	0.0214872413337632	2448.03570655303
"8243"	0.00133618543935837	0.0214872413337632	1049.06165609671
"8368"	0.00133618543935837	0.0996026727405401	1791.78379246543
"8672"	0.00133618543935837	9.92069241705914	1674.19579258364
"8913"	0.00133618543935837	988.1274801759	784.155624108233
"9045"	0.00199964510079926	0.001	81.6287809676801
"9094"	0.00199964510079926	0.001	422.112576420975
"9108"	0.00199964510079926	0.00463543324121524	947.290479134773
"9176"	0.00199964510079926	0.00463543324121524	1892.9322445928
"9209"	0.00199964510079926	0.0214872413337632	1458.20750296969
"9437"	0.00199964510079926	0.461701540135383	484.58173778471
"9466"	0.00199964510079926	0.461701540135383	28.3306274302735
"9503"	0.00199964510079926	2.14018666666383	1950.37392161452
"9940"	0.00199964510079926	988.1274801759	750.905376142062
"9951"	0.00199964510079926	988.1274801759	1478.84770038553
"9964"	0.00199964510079926	988.1274801759	1224.88152484937
