"X1"	"X2"	"X3"
"38"	8.02177746250143e-05	0.00143160813438903	1409.35574335795
"128"	8.02177746250143e-05	0.00204950185044884	274.840420941018
"197"	8.02177746250143e-05	0.00204950185044884	850.868647852449
"468"	8.02177746250143e-05	0.00601340960473446	1351.46326663223
"469"	8.02177746250143e-05	0.00601340960473446	668.378617047345
"562"	8.02177746250143e-05	0.00860884610555098	872.298626784033
"568"	8.02177746250143e-05	0.00860884610555098	1351.46326663223
"589"	8.02177746250143e-05	0.00860884610555098	149.434668898874
"642"	8.02177746250143e-05	0.0123244941124101	1027.37995848181
"719"	8.02177746250143e-05	0.017643846023556	830.725979966298
"768"	8.02177746250143e-05	0.017643846023556	1351.46326663223
"772"	8.02177746250143e-05	0.017643846023556	300.555005718243
"848"	0.000119901607002868	0.00143160813438903	1101.30219531953
"926"	0.000119901607002868	0.00204950185044884	317.098378018931
"982"	0.000119901607002868	0.00204950185044884	735.090213214257
"989"	0.000119901607002868	0.00204950185044884	149.434668898874
"1051"	0.000119901607002868	0.00293408352054794	489.54062435632
"1056"	0.000119901607002868	0.00293408352054794	1180.87356141133
"1115"	0.000119901607002868	0.00420045783499323	1000.65205004667
"1167"	0.000119901607002868	0.00420045783499323	726.100012009018
"1177"	0.000119901607002868	0.00420045783499323	1334.62123036113
"1206"	0.000119901607002868	0.00601340960473446	816.113374869128
"1231"	0.000119901607002868	0.00601340960473446	1333.11283066678
"1353"	0.000119901607002868	0.00860884610555098	1277.36931498623
"1370"	0.000119901607002868	0.00860884610555098	740.282312751566
"1459"	0.000119901607002868	0.0123244941124101	936.007143458784
"1472"	0.000119901607002868	0.0123244941124101	300.555005718243
"1474"	0.000119901607002868	0.0123244941124101	551.050212809861
"1531"	0.000119901607002868	0.017643846023556	1333.11283066678
"1546"	0.000119901607002868	0.017643846023556	580.028474711482
"1597"	0.000119901607002868	0.017643846023556	850.868647852449
"1665"	0.000179217080367464	0.00143160813438903	1119.23452673313
"1716"	0.000179217080367464	0.00204950185044884	1064.62980020597
"1920"	0.000179217080367464	0.00420045783499323	1230.49530204532
"1927"	0.000179217080367464	0.00420045783499323	176.273766680999
"1961"	0.000179217080367464	0.00420045783499323	1330.78319538319
"1968"	0.000179217080367464	0.00420045783499323	1351.46326663223
"2017"	0.000179217080367464	0.00601340960473446	1190.89065816536
"2109"	0.000179217080367464	0.00860884610555098	460.27510181304
"2110"	0.000179217080367464	0.00860884610555098	482.198137209142
"2113"	0.000179217080367464	0.00860884610555098	1308.50990931066
"2121"	0.000179217080367464	0.00860884610555098	15.1597941405486
"2395"	0.000179217080367464	0.017643846023556	731.989844766389
"2689"	0.000267875991809431	0.00293408352054794	149.434668898874
"2710"	0.000267875991809431	0.00420045783499323	482.198137209142
"2789"	0.000267875991809431	0.00420045783499323	149.434668898874
"2791"	0.000267875991809431	0.00420045783499323	131.60951066047
"2987"	0.000267875991809431	0.00860884610555098	321.141858003614
"2994"	0.000267875991809431	0.00860884610555098	210.742391392047
"2997"	0.000267875991809431	0.00860884610555098	850.868647852449
"3032"	0.000267875991809431	0.0123244941124101	1146.31097180112
"3293"	0.00040039457645865	0.00143160813438903	113.656942506115
"3352"	0.00040039457645865	0.00204950185044884	756.896658532934
"3464"	0.00040039457645865	0.00293408352054794	1178.28231936589
"3495"	0.00040039457645865	0.00293408352054794	731.989844766389
"3555"	0.00040039457645865	0.00420045783499323	753.435460448536
"3588"	0.00040039457645865	0.00420045783499323	942.303067695246
"3657"	0.00040039457645865	0.00601340960473446	875.426271595227
"3681"	0.00040039457645865	0.00601340960473446	1120.34775947387
"3763"	0.00040039457645865	0.00860884610555098	321.187474272187
"3781"	0.00040039457645865	0.00860884610555098	1120.34775947387
"3793"	0.00040039457645865	0.00860884610555098	113.656942506115
"3794"	0.00040039457645865	0.00860884610555098	210.742391392047
"3986"	0.00040039457645865	0.017643846023556	574.520330874121
"4038"	0.000598470268927837	0.00143160813438903	1409.35574335795
"4078"	0.000598470268927837	0.00143160813438903	991.178218467968
"4304"	0.000598470268927837	0.00420045783499323	224.023171833914
"4324"	0.000598470268927837	0.00420045783499323	206.872585732047
"4387"	0.000598470268927837	0.00420045783499323	321.141858003614
"4441"	0.000598470268927837	0.00601340960473446	92.9428617840384
