"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"V7"
"1"	0.000129266081401913	0.0280391461735773	0.00999154145260238	0.0098724021054484	0.00041220929633811	263.640107246382	1
"2"	0.000129266081401913	0.0280391461735773	0.0998309005990717	9.49929432249876	0.000220623937628256	263.640107246382	2
"3"	0.000129266081401913	0.0280391461735773	99.5777874954318	93.7808532697108	0.000301567965946463	362.28376687064	3
"4"	0.000129266081401913	0.11342377783433	0.997464581586252	0.097464323331662	0.000301567965946463	263.640107246382	4
"5"	0.000129266081401913	0.11342377783433	99.5777874954318	9.49929432249876	0.000301567965946463	1344.46648822727	5
"6"	0.000129266081401913	0.45882115306117	0.00999154145260238	0.0098724021054484	0.00056344347933071	243.866284792263	6
"7"	0.000129266081401913	0.45882115306117	0.00999154145260238	9.49929432249876	0.000161406141736016	362.28376687064	7
"8"	0.000129266081401913	0.45882115306117	0.0998309005990717	0.097464323331662	0.000301567965946463	2338.36817762381	8
"9"	0.000129266081401913	0.45882115306117	99.5777874954318	0.097464323331662	0.000301567965946463	362.28376687064	9
"10"	0.000129266081401913	1.85602044400133	0.00999154145260238	0.0098724021054484	0.00056344347933071	1344.46648822727	10
"11"	0.000129266081401913	1.85602044400133	0.0998309005990717	93.7808532697108	0.000301567965946463	263.640107246382	11
"12"	0.000129266081401913	1.85602044400133	99.5777874954318	0.097464323331662	0.000301567965946463	243.866284792263	12
"13"	0.000129266081401913	7.50796223227233	0.00999154145260238	0.097464323331662	0.000301567965946463	1344.46648822727	13
"14"	0.000129266081401913	7.50796223227233	0.00999154145260238	9.49929432249876	0.000161406141736016	243.866284792263	14
"15"	0.000129266081401913	7.50796223227233	0.997464581586252	0.962206990865604	0.00056344347933071	243.866284792263	15
"16"	0.000129266081401913	7.50796223227233	0.997464581586252	9.49929432249876	0.000220623937628256	243.866284792263	16
"17"	0.000129266081401913	7.50796223227233	9.96620871442173	0.962206990865604	0.000301567965946463	362.28376687064	17
"18"	0.000129266081401913	7.50796223227233	99.5777874954318	0.962206990865604	0.000220623937628256	362.28376687064	18
"19"	0.000278495330016767	0.0280391461735773	0.00999154145260238	0.0098724021054484	0.00041220929633811	362.28376687064	19
"20"	0.000278495330016767	0.0280391461735773	99.5777874954318	93.7808532697108	0.00056344347933071	243.866284792263	20
"21"	0.000278495330016767	0.11342377783433	0.00999154145260238	0.097464323331662	0.000161406141736016	362.28376687064	21
