"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"V7"
"1"	0.000129266081401913	0.0298621671538522	0.01	0.0988090132989418	3.67526635147089e-05	392.093978239993	1
"2"	0.000129266081401913	0.0298621671538522	1	9.76322110911046	0.000419106223249246	98.2466367111575	2
"3"	0.000129266081401913	0.0298621671538522	100	9.76322110911046	0.000419106223249246	699.0010326315	3
"4"	0.000129266081401913	0.128652189915023	0.01	97.0490763009467	0.000419106223249246	392.093978239993	4
"5"	0.000129266081401913	0.128652189915023	0.1	9.76322110911046	0.000228068489828779	2275.55539572897	5
"6"	0.000129266081401913	0.128652189915023	0.1	97.0490763009467	6.75379137712705e-05	1891.30485148451	6
"7"	0.000129266081401913	0.128652189915023	1	97.0490763009467	0.000228068489828779	98.2466367111575	7
"8"	0.000129266081401913	0.128652189915023	10	0.0988090132989418	0.000419106223249246	2275.55539572897	8
"9"	0.000129266081401913	0.128652189915023	10	97.0490763009467	0.000419106223249246	98.2466367111575	9
"10"	0.000129266081401913	0.128652189915023	100	97.0490763009467	0.000419106223249246	2275.55539572897	10
"11"	0.000129266081401913	2.38786024586588	0.1	0.00994027229500992	0.000124109910966047	2275.55539572897	11
"12"	0.000129266081401913	2.38786024586588	0.1	97.0490763009467	3.67526635147089e-05	2275.55539572897	12
"13"	0.000129266081401913	2.38786024586588	1	0.0988090132989418	6.75379137712705e-05	98.2466367111575	13
"14"	0.000129266081401913	2.38786024586588	1	0.982188497392739	3.67526635147089e-05	392.093978239993	14
"15"	0.000129266081401913	2.38786024586588	1	97.0490763009467	0.000419106223249246	98.2466367111575	15
"16"	0.000129266081401913	2.38786024586588	10	0.982188497392739	3.67526635147089e-05	699.0010326315	16
"17"	0.000129266081401913	10.2873796218116	0.1	9.76322110911046	3.67526635147089e-05	98.2466367111575	17
"18"	0.000129266081401913	10.2873796218116	0.1	97.0490763009467	3.67526635147089e-05	392.093978239993	18
"19"	0.000129266081401913	10.2873796218116	1	0.0988090132989418	3.67526635147089e-05	699.0010326315	19
"20"	0.000129266081401913	10.2873796218116	1	0.982188497392739	0.000228068489828779	699.0010326315	20
"21"	0.000278495330016767	0.0298621671538522	0.1	0.00994027229500992	0.000228068489828779	1891.30485148451	21
"22"	0.000278495330016767	0.0298621671538522	1	0.00994027229500992	3.67526635147089e-05	98.2466367111575	22
"23"	0.000278495330016767	0.0298621671538522	1	97.0490763009467	3.67526635147089e-05	1891.30485148451	23
"24"	0.000278495330016767	0.0298621671538522	10	0.982188497392739	6.75379137712705e-05	98.2466367111575	24
"25"	0.000278495330016767	0.0298621671538522	100	0.00994027229500992	0.000228068489828779	699.0010326315	25
"26"	0.000278495330016767	0.128652189915023	0.01	0.00994027229500992	0.000228068489828779	2275.55539572897	26
"27"	0.000278495330016767	0.128652189915023	0.1	0.00994027229500992	6.75379137712705e-05	2275.55539572897	27
"28"	0.000278495330016767	0.128652189915023	10	0.982188497392739	3.67526635147089e-05	699.0010326315	28
"29"	0.000278495330016767	0.128652189915023	100	0.0988090132989418	0.000228068489828779	2275.55539572897	29
"30"	0.000278495330016767	0.554259370549267	0.01	9.76322110911046	6.75379137712705e-05	2275.55539572897	30
"31"	0.000278495330016767	0.554259370549267	0.1	97.0490763009467	3.67526635147089e-05	392.093978239993	31
"32"	0.000278495330016767	0.554259370549267	0.1	97.0490763009467	0.000124109910966047	98.2466367111575	32
"33"	0.000278495330016767	0.554259370549267	100	0.982188497392739	0.000228068489828779	1891.30485148451	33
"34"	0.000278495330016767	2.38786024586588	0.01	0.0988090132989418	0.000228068489828779	98.2466367111575	34
