"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"V7"
"1"	0.000129138760785765	0.0279958079273353	0.15404064605086	0.0099810056726102	6.73265190122032e-05	1276.02534561005	1
"2"	0.000129138760785765	0.0279958079273353	0.886777730474626	9.92423888714042	0.000226643008115027	1276.02534561005	2
"3"	0.000129138760785765	0.0279958079273353	169.181596386322	0.0099810056726102	0.000226643008115027	1276.02534561005	3
"4"	0.000129138760785765	0.0279958079273353	169.181596386322	0.0996204742366769	0.000415834394860782	1276.02534561005	4
"5"	0.000129138760785765	0.113073425599322	0.886777730474626	9.92423888714042	0.000415834394860782	2853.61193308628	5
"6"	0.000129138760785765	0.113073425599322	29.3882463571976	99.0538846288872	0.000123527668134873	1276.02534561005	6
"7"	0.000129138760785765	0.113073425599322	169.181596386322	0.0996204742366769	0.000226643008115027	2853.61193308628	7
"8"	0.000129138760785765	0.113073425599322	169.181596386322	0.994312518464391	0.000226643008115027	1326.81745009919	8
"9"	0.000129138760785765	0.456696931553154	0.886777730474626	9.92423888714042	3.66951002212021e-05	2960.45265501413	9
"10"	0.000129138760785765	0.456696931553154	0.886777730474626	99.0538846288872	0.000415834394860782	1283.65657384495	10
"11"	0.000129138760785765	0.456696931553154	5.10498211625319	9.92423888714042	0.000123527668134873	2853.61193308628	11
"12"	0.000129138760785765	1.84457211041916	0.886777730474626	0.0996204742366769	6.73265190122032e-05	1326.81745009919	12
"13"	0.000129138760785765	1.84457211041916	5.10498211625319	0.994312518464391	0.000123527668134873	2960.45265501413	13
"14"	0.000129138760785765	1.84457211041916	5.10498211625319	99.0538846288872	0.000226643008115027	2960.45265501413	14
"15"	0.000129138760785765	1.84457211041916	29.3882463571976	0.0099810056726102	0.000123527668134873	2960.45265501413	15
"16"	0.000129138760785765	1.84457211041916	29.3882463571976	0.994312518464391	6.73265190122032e-05	1283.65657384495	16
"17"	0.000129138760785765	1.84457211041916	169.181596386322	0.0099810056726102	6.73265190122032e-05	2960.45265501413	17
"18"	0.000129138760785765	1.84457211041916	169.181596386322	0.0996204742366769	6.73265190122032e-05	1283.65657384495	18
"19"	0.000129138760785765	1.84457211041916	169.181596386322	99.0538846288872	0.000123527668134873	1326.81745009919	19
"20"	0.000129138760785765	7.45011852601027	5.10498211625319	9.92423888714042	0.000123527668134873	2853.61193308628	20
"21"	0.000129138760785765	7.45011852601027	169.181596386322	0.0996204742366769	0.000226643008115027	2960.45265501413	21
"22"	0.000129138760785765	7.45011852601027	169.181596386322	9.92423888714042	3.66951002212021e-05	2960.45265501413	22
