"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"V7"
"1"	0.000129266081401913	0.0321571533926643	1.38376247212269	100	0.000329797966448696	819.026526247645	1
"2"	0.000129266081401913	0.0321571533926643	7.14136128196867	100	0.00010748819804117	322.672289850152	2
"3"	0.000129266081401913	0.149186571527851	0.268127952592149	0.01	0.000329797966448696	322.672289850152	3
"4"	0.000129266081401913	0.149186571527851	0.268127952592149	0.1	0.000188280081610383	819.026526247645	4
"5"	0.000129266081401913	0.149186571527851	1.38376247212269	100	0.000188280081610383	1797.62441951617	5
"6"	0.000129266081401913	0.149186571527851	36.8553433027914	0.1	3.50326984806775e-05	2721.38996776364	6
"7"	0.000129266081401913	0.149186571527851	190.204118841634	1	0.00010748819804117	322.672289850152	7
"8"	0.000129266081401913	0.692120750007422	1.38376247212269	10	6.13644981419034e-05	2721.38996776364	8
"9"	0.000129266081401913	0.692120750007422	1.38376247212269	100	6.13644981419034e-05	819.026526247645	9
"10"	0.000129266081401913	0.692120750007422	36.8553433027914	0.01	0.000188280081610383	1797.62441951617	10
"11"	0.000129266081401913	0.692120750007422	36.8553433027914	1	6.13644981419034e-05	1182.23885262131	11
"12"	0.000129266081401913	0.692120750007422	36.8553433027914	100	6.13644981419034e-05	1797.62441951617	12
"13"	0.000129266081401913	3.21095342352182	0.268127952592149	0.1	3.50326984806775e-05	1797.62441951617	13
"14"	0.000129266081401913	3.21095342352182	1.38376247212269	0.01	6.13644981419034e-05	2721.38996776364	14
"15"	0.000129266081401913	3.21095342352182	7.14136128196867	0.1	0.000188280081610383	1182.23885262131	15
"16"	0.000129266081401913	3.21095342352182	7.14136128196867	100	0.000329797966448696	2721.38996776364	16
"17"	0.000129266081401913	3.21095342352182	36.8553433027914	0.01	0.00010748819804117	2721.38996776364	17
"18"	0.000129266081401913	3.21095342352182	36.8553433027914	0.1	0.000329797966448696	1182.23885262131	18
"19"	0.000129266081401913	3.21095342352182	190.204118841634	0.01	0.000188280081610383	1182.23885262131	19
"20"	0.000129266081401913	14.8965652133908	0.268127952592149	100	0.00010748819804117	2721.38996776364	20
"21"	0.000129266081401913	14.8965652133908	7.14136128196867	100	6.13644981419034e-05	1797.62441951617	21
"22"	0.000129266081401913	14.8965652133908	190.204118841634	1	0.000329797966448696	819.026526247645	22
"23"	0.000278495330016767	0.0321571533926643	0.268127952592149	10	0.000329797966448696	2721.38996776364	23
"24"	0.000278495330016767	0.0321571533926643	1.38376247212269	1	0.000188280081610383	1797.62441951617	24
"25"	0.000278495330016767	0.0321571533926643	7.14136128196867	0.01	0.000188280081610383	1182.23885262131	25
"26"	0.000278495330016767	0.0321571533926643	36.8553433027914	100	6.13644981419034e-05	819.026526247645	26
"27"	0.000278495330016767	0.0321571533926643	190.204118841634	0.01	3.50326984806775e-05	2721.38996776364	27
"28"	0.000278495330016767	0.149186571527851	0.268127952592149	1	0.000329797966448696	2721.38996776364	28
"29"	0.000278495330016767	0.149186571527851	0.268127952592149	10	0.000188280081610383	322.672289850152	29
"30"	0.000278495330016767	0.149186571527851	1.38376247212269	0.1	0.00010748819804117	322.672289850152	30
"31"	0.000278495330016767	0.149186571527851	1.38376247212269	10	3.50326984806775e-05	2721.38996776364	31
"32"	0.000278495330016767	0.149186571527851	1.38376247212269	10	0.000188280081610383	2721.38996776364	32
"33"	0.000278495330016767	0.149186571527851	7.14136128196867	0.01	0.000329797966448696	2721.38996776364	33
"34"	0.000278495330016767	0.149186571527851	7.14136128196867	1	3.50326984806775e-05	2721.38996776364	34
"35"	0.000278495330016767	0.149186571527851	7.14136128196867	1	0.000329797966448696	322.672289850152	35
"36"	0.000278495330016767	0.692120750007422	0.268127952592149	1	3.50326984806775e-05	322.672289850152	36
"37"	0.000278495330016767	0.692120750007422	7.14136128196867	0.01	3.50326984806775e-05	1797.62441951617	37
"38"	0.000278495330016767	3.21095342352182	0.268127952592149	0.01	6.13644981419034e-05	819.026526247645	38
"39"	0.000278495330016767	3.21095342352182	0.268127952592149	0.01	0.00010748819804117	1182.23885262131	39
"40"	0.000278495330016767	3.21095342352182	0.268127952592149	0.1	3.50326984806775e-05	2721.38996776364	40
"41"	0.000278495330016767	3.21095342352182	7.14136128196867	0.01	6.13644981419034e-05	322.672289850152	41
"42"	0.000278495330016767	3.21095342352182	7.14136128196867	1	0.00010748819804117	2721.38996776364	42
"43"	0.000278495330016767	3.21095342352182	36.8553433027914	1	3.50326984806775e-05	2721.38996776364	43
"44"	0.000278495330016767	3.21095342352182	36.8553433027914	1	6.13644981419034e-05	1797.62441951617	44
